2022-02-15/19:21:22		Breaking the complete csv file into chunks
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011965_120215.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011965_120215.csv'
2022-02-19/19:24:04		verifying creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Moving bad file creditCardFraud_28011966_120216.csv to bad folder
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011966_120216.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011966_120216.csv'
2022-02-19/19:24:04		verifying creditCardFraud_28011967_120217.csv
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/19:24:04		Moving bad file creditCardFraud_28011967_120217.csv to bad folder
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/19:24:04		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/19:24:04		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
